id,track_name,artist_names,source,release_date,duration,days_on_chart,rank,streams,genre
33NAYATbWRoo5RuEP30JBZ,Love Shot,EXO,SM Entertainment,2018-12-14,198,68,648,654793101,Nhạc Hàn
0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,Mariah Carey,Columbia,2018-11-16,199,216,649,654793101,Nhạc nước ngoài
3kwgqoBqTwoAH4nT29TYrq,Nobody's Love,Maroon 5,Interscope Records*,2020-07-24,210,23,650,652961452,Nhạc nước ngoài
43cFjTTCD9Cni4aSL0sORz,Playinwitme (feat. Kehlani),"KYLE, Kehlani",independently popular.,2018-04-20,263,33,651,650421256,Khác
5L6UkGeVNHy7CurA8aVhpy,Yêu Một Người Sao Buồn Đến Thế,Noo Phước Thịnh,Yin Yang Media,2020-12-04,179,110,652,647981145,Nhạc Việt
006LuHbY5Tt9dhbdSOnVq6,RBB (Really Bad Boy),Red Velvet,SM Entertainment,2018-12-14,212,15,653,646798750,Nhạc Hàn
0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid),"benny blanco, Halsey, Khalid",Benny Blanco Solo Album PS,2018-07-27,212,140,654,646798750,Khác
11cDEev79fPKi6uJCjUhu8,Who Do You Love,"The Chainsmokers, 5 Seconds of Summer",Disruptor Records/Columbia,2019-02-15,201,53,655,646697196,Nhạc nước ngoài
2USlegnFJLrVLpoVfPimKB,Thunder,"Gabry Ponte, LUM!X, Prezioso",Spinnin' Records,2021-05-07,160,82,656,645532241,Khác
2tAd0IDLH3nE8gJlxuB1bt,Nobody,Vũ Cát Tường,Universal Music Indochina Distributed Labels,2018-10-24,183,15,657,641217088,Nhạc Việt
1BSMpVGWs3v5BZKnAQziAc,Light Switch,Charlie Puth,Atlantic Records,2022-01-20,186,13,658,640946408,Nhạc nước ngoài
3AVXwaOGCEL8cmBecfcsFJ,Light Switch,Charlie Puth,Atlantic Records,2022-01-19,188,222,659,640946408,Nhạc nước ngoài
1jEBSDN5vYViJQr78W7jr2,Light Switch,Charlie Puth,Atlantic Records,2022-10-06,188,230,660,640946408,Nhạc nước ngoài
0a4MMyCrzT0En247IhqZbD,Hype Boy,NewJeans,ADOR,2022-08-01,179,258,661,640811859,Nhạc Hàn
300fqwkGKipgr8Ith1YQo2,Hành Tinh Song Song,Vũ.,WM Vietnam,2018-09-06,238,259,662,639291405,Nhạc Việt
0Jlcvv8IykzHaSmj49uNW8,the 1,Taylor Swift,Taylor Swift,2020-07-24,256,23,663,638110893,Nhạc nước ngoài
4gvrJnKCKIPiacNsWVQwEU,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,"CKay, Dj Yo!, AX'EL",WM South Africa,2021-09-09,188,1,664,634805136,Khác
33weHbON0j21ZPUMc0ZKTt,Đúng Cũng Thành Sai,Mỹ Tâm,MT Entertainment,2020-10-02,173,410,665,634705182,Nhạc Việt
0zVEBZoLToUJygyfKg9GDS,Hôm Nay Tôi Buồn - Remastered 2023,Phùng Khánh Linh,+84 Vietnam New Wave,2019-02-22,202,343,666,633493341,Nhạc Việt
6GzApXoBQiiAjak3tOQfV3,Lie To Me (feat. Julia Michaels),"5 Seconds of Summer, Julia Michaels",Capitol,2019-01-10,202,73,667,633493341,Khác
3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,GIVĒON,Epic/Not So Fast,2021-04-23,156,318,668,632978647,Nhạc nước ngoài
4tNXntkAzQ5A2dfYRYGIIQ,Easier,5 Seconds of Summer,5 Seconds Of Summer/Interscope,2019-05-31,218,83,669,630882254,Nhạc nước ngoài
24nK8tW7Pt3Inh2utttuoG,HIP,MAMAMOO,"RBW, Inc",2019-11-08,218,123,670,630882254,Nhạc Hàn
2YWtcWi3a83pdEg3Gif4Pd,I Think He Knows,Taylor Swift,Taylor Swift,2019-07-24,218,10,671,630882254,Nhạc nước ngoài
3g0mEQx3NTanacLseoP0Gw,Takeaway,"The Chainsmokers, ILLENIUM, Lennon Stella",Disruptor Records/Columbia,2019-12-06,218,311,672,630882254,Khác
5YMXGBD6vcYP7IolemyLtK,Euphoria,BTS,BIGHIT MUSIC,2018-08-24,229,1037,673,626569595,Nhạc Hàn
1ZPpGPko8oULTmi34rozMh,Trivia 轉 : Seesaw,BTS,BIGHIT MUSIC,2018-08-24,229,62,674,626387267,Nhạc Hàn
3afkJSKX0EAMsJXTZnDXXJ,Strawberries & Cigarettes,Troye Sivan,EMI Recorded Music Australia Pty Ltd,2020-04-24,210,119,675,626327755,Nhạc nước ngoài
4otPckwHKKGxSsIi97TCAD,Tìm (Lost),MIN,MIN,2018-05-03,213,103,676,624198661,Nhạc Việt
3qoftcUZaUOncvIYjFSPdE,Bejeweled,Taylor Swift,Taylor Swift,2022-10-21,194,11,677,624155951,Nhạc nước ngoài
6AGOKlMZWLCaEJGnaROtF9,Put Your Records On,Ritt Momney,Columbia,2020-10-02,195,12,678,622452368,Nhạc nước ngoài
06Pvy98db25O7wlfFFFIRM,Bon Bon Chocolat,EVERGLOW,"Genie Music Corporation, Stone Music Entertainment",2019-04-04,169,32,679,621681401,Nhạc Hàn
5Db9VIdDsN5yu3Eu7CT0i4,Stay With Me,Sam Smith,PLG - Capitol,2017-05-26,222,11,680,621020879,Nhạc nước ngoài
7zFBtYAVURF3bUVqEQ6UUu,ICY,ITZY,Republic Records - ITZY,2019-07-18,166,44,681,619465865,Nhạc Hàn
5spB6Z40wYgt7hzPhnZVbi,Sáng Mắt Chưa,Trúc Nhân,POPS WORLDWIDE,2019-08-09,166,222,682,619465865,Nhạc Việt
4keoy2fqgwGnbWlm3ZVZFa,Happy Now,"Zedd, Elley Duhé",UMGRI Interscope,2018-07-27,260,229,683,617504945,Nhạc nước ngoài
0RUTnY2B3s05fZuCHsNaUP,Alien,"Sabrina Carpenter, Jonas Blue",Hollywood Records,2017-11-03,217,37,684,617418232,Nhạc nước ngoài
2ZrHbO88rM6Ijeg0aJmSzl,Patient,Charlie Puth,Artist Partner,2018-05-06,226,75,685,616270267,Nhạc nước ngoài
0eu4C55hL6x29mmeAjytzC,Life Goes On,Oliver Tree,Atlantic Records,2021-05-28,162,56,686,615121343,Nhạc nước ngoài
3Kkjo3cT83cw09VJyrLNwX,Oh My God,Adele,Columbia,2021-11-19,225,13,687,614791684,Nhạc nước ngoài
1A6OTy97kk0mMdm78rHsm8,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Republic Records,2018-10-25,199,58,688,614630180,Nhạc nước ngoài
7qEKqBCD2vE5vIBsrUitpD,ilomilo,Billie Eilish,Darkroom/Interscope Records,2019-03-29,243,4,689,613294943,Nhạc nước ngoài
0AXYXHoam4tHLAcRkEescf,Cô Gái M52,HuyR,HuyR Music,2018-06-15,193,91,690,612590547,Nhạc Việt
2m6Ko3CY1qXNNja8AlugNc,Angel Baby,Troye Sivan,EMI Recorded Music Australia Pty Ltd,2021-09-09,221,389,691,609012055,Nhạc nước ngoài
0t1kP63rueHleOhQkYSXFY,Dynamite,BTS,BIGHIT MUSIC,2020-08-28,176,87,692,608421563,Nhạc Hàn
1XnpzbOGptRwfJhZgLbmSr,Pretty Savage,BLACKPINK,YG Entertainment,2020-10-02,178,303,693,608421563,Nhạc Hàn
5w40ZYhbBMAlHYNDaVJIUu,Chemical,Post Malone,Mercury Records/Republic Records,2023-04-14,184,2,694,607043446,Nhạc nước ngoài
5BK0uqwY9DNfZ630STAEaq,gold rush,Taylor Swift,Taylor Swift,2020-09-18,183,5,695,605815103,Nhạc nước ngoài
60M8FSYZP8MA0Wy2huOADL,LA DI DA,EVERGLOW,YUEHUA ENTERTAINMENT KOREA,2020-09-18,183,10,696,605815103,Nhạc Hàn
1DUSuNhF8P5vUGNPpQiZa5,My Bad,Khalid,"Right Hand Music Group, LLC/RCA Records",2019-03-07,183,25,697,605699125,Nhạc nước ngoài
2yjlYDiNiQkdxVqTlaSrlX,Super Freaky Girl,Nicki Minaj,Republic Records,2022-08-26,171,47,698,605369430,Nhạc nước ngoài
6oJ6le65B3SEqPwMRNXWjY,Higher Love,"Kygo, Whitney Houston",Kygo/RCA Records,2019-05-24,174,4,699,604993002,Nhạc nước ngoài
4lsn7TSeTBVqeBtlZQnQRw,Blood Sweat & Tears,BTS,BIGHIT MUSIC,2017-01-06,217,234,700,604104504,Nhạc Hàn
1C7x50VsdGeYl3XPeJv91x,Đừng Gọi Anh Dậy,"Phuc Du, 1989s Entertainment",Yin Yang Media,2021-06-04,203,28,701,604076970,Khác
1HYzRuWjmS9LXCkdVHi25K,Stay With Me,"CHANYEOL, Punch","Genie Music Corporation, Stone Music Entertainment",2016-10-10,217,43,702,603910444,Khác
4q5YezDOIPcoLr8R81x9qy,I Can Do It With a Broken Heart,Taylor Swift,Taylor Swift,2024-04-18,218,13,703,602720922,Nhạc nước ngoài
0k1WUmIRnG3xU6fvvDVfRG,Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",OVO,2021-09-03,258,13,704,600204595,Khác
70sKIAQgaVN2zWEEyOpyMZ,All Night (BTS World Original Soundtrack) (Pt. 3),"BTS, Juice WRLD",BIGHIT MUSIC,2019-06-21,182,42,705,599610130,Khác
0fioLzGM8ngbD1w6fMmm45,I'm Not The Only One,Sam Smith,PLG - Capitol,2018-01-26,192,19,706,596366369,Nhạc nước ngoài
4eMvGEz25irv76TvMRfzGp,Chân Ái,"Orange, Khói, Châu Đăng Khoa",NhacCuaTui,2020-04-24,243,177,707,591954602,Khác
5tGyy0xulegIEiuJij70WY,Khởi Đầu,Hoàng Thùy Linh,The Leader Entertainment,2019-10-16,186,27,708,591255262,Nhạc Việt
5D34wRmbFS29AjtTOP2QJe,"yes, and?",Ariana Grande,Republic Records,2024-03-08,215,30,709,589696110,Nhạc nước ngoài
7gaA3wERFkFkgivjwbSvkG,"yes, and?",Ariana Grande,Republic Records,2024-01-12,215,21,710,589696110,Nhạc nước ngoài
5Zlo5ZYjrr6DwQw1kBi5bA,moonchild,RM,BIGHIT MUSIC,2018-10-18,191,11,711,589232180,Nhạc Hàn
2JfXj2TERIkHwJpnG9f8uX,Sick Boy,The Chainsmokers,Disruptor Records/Columbia,2018-02-23,225,19,712,587528073,Nhạc nước ngoài
3CyCjgTHFzqucmECajq8QA,DUN DUN,EVERGLOW,"Genie Music Corporation, Stone Music Entertainment",2020-01-17,205,59,713,583659662,Nhạc Hàn
6Dma0t0hOe6Bd6u5YRKF3n,"No New Friends (feat. Sia, Diplo, and Labrinth)","Sia, Diplo, Labrinth, LSD",Records/Columbia,2019-04-12,187,32,714,582588303,Khác
5OTsspiqZPQPPuouZtjykB,Better Man,Westlife,EMI,2019-03-14,187,2,715,582495153,Nhạc nước ngoài
4VUwkH455At9kENOfzTqmF,Beautiful (feat. Camila Cabello),"Bazzi, Camila Cabello",iamcosmic,2018-08-09,187,420,716,582495153,Nhạc nước ngoài
4EjUFjzi4ErWjklOA3Aslu,Tempo,EXO,SM Entertainment,2018-11-01,187,42,717,582495153,Nhạc Hàn
7nZmah2llfvLDiUjm0kiyz,Friends (with BloodPop®),"Justin Bieber, BloodPop®",BloodPop/DJ/RMBG/Republic,2017-07-20,241,2,718,580124614,Khác
0h7QMc9ZRzA9QJrbEHytn2,The Astronaut,Jin,BIGHIT MUSIC,2022-10-28,282,118,719,569886240,Nhạc nước ngoài
7uQZVznj0uQOGC9KhV2Mg6,LALISA,LISA,YG Entertainment,2021-09-10,201,235,720,569315570,Nhạc Hàn
1tkg4EHVoqnhR6iFEXb60y,What You Know Bout Love,Pop Smoke,Victor Victor Worldwide,1995-01-01,191,57,721,569094821,Nhạc nước ngoài
0todbbT9g5uQGbeFCiBf2F,imagine,Ariana Grande,Republic Records,2018-12-14,199,50,722,568101628,Nhạc nước ngoài
2ARqIya5NAuvFVHSN3bL0m,The Middle,"Zedd, Maren Morris, Grey",UMGRI Interscope,2017-10-27,199,110,723,568101628,Khác
0b3N9S5FHJ4h9k7IsKDVSy,Thiên Đàng,"Wowy, JoliPoli",Wowy Vietnam Co LTD,2019-11-13,177,136,724,565117970,Khác
4MdcsdRj7i8eBm0qFjO4L4,Feel Me,Selena Gomez,Interscope Records,2019-12-27,184,24,725,564672757,Nhạc nước ngoài
4SOJYWYphrCcB9NCPpOAkZ,Đã Lỡ Yêu Em Nhiều,JustaTee,NGUYEN THANH TUAN,2019-09-26,184,213,726,564672757,Nhạc Việt
5Bti0azlFhMattVY76qFr9,Lạ Lùng,Vũ.,WM Vietnam,2019-12-27,184,2483,727,564672757,Nhạc Việt
2H4gf1wLxvYreMj1jcaN0k,Be Alright,Dean Lewis,Universal Music Australia Pty. Ltd.,2019-03-29,180,274,728,564638754,Nhạc nước ngoài
3hIM9i6CkNDgvh0SbIgss2,Nắng Ấm Xa Dần - Onionn Remix,"Sơn Tùng M-TP, Onionn.",Universal Music Indochina Distributed Labels,2019-03-29,227,235,729,562106770,Khác
1wmYHps3Ww2wfG6FEmjzuX,Cho Không,Suboi,Suboi Entertainment,2019-04-26,227,23,730,562106770,Nhạc Việt
6G7DuXoSGeAf6BZivJdEjF,DALLA DALLA,ITZY,Republic Records - ITZY,2019-02-07,227,4,731,562028915,Nhạc Hàn
6dPyzkyZwoj9LqjQXOFdVv,Press,Cardi B,Atlantic/KSR,2019-05-10,213,2,732,559572793,Nhạc nước ngoài
6kKC35sKUh2FUx4M0qAL44,Candy,BAEKHYUN,SM Entertainment,2020-05-29,200,8,733,556039385,Nhạc Hàn
7vgv8KZBSo0TPzyIWG9yzV,Salt,Ava Max,Atlantic Records,2020-05-15,200,14,734,556039385,Nhạc nước ngoài
4UG2Fm0E98LhE2dlNxiAXx,this is what falling in love feels like,JVKE,JVKE,2021-09-03,120,11,735,554020173,Nhạc nước ngoài
2kxc5G9NwBCgcHP4C9Sq3G,BOOM,WINNER,YG Entertainment,2019-05-10,245,1,736,553684011,Nhạc Hàn
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,Columbia,2018-03-09,205,524,737,553369019,Nhạc nước ngoài
5PaajTuYoHO1zJXWUeA6LP,Anh Mơ,Anh Khang,Anh Khang Production LL,2017-11-10,245,2,738,550326737,Nhạc Việt
52xJxFP6TqMuO4Yt0eOkMz,We Don't Talk About Bruno,"Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz, Encanto - Cast",Walt Disney Records,2021-11-19,216,14,739,550205034,Khác
5RsKelNxucrDxgMbZ3vd3W,Young & Alive,Bazzi,Atlantic Records,2017-02-13,274,7,740,549349112,Nhạc nước ngoài
2j1fFjWHCI9KJSwcuYAOyF,Spring Day,BTS,BIGHIT MUSIC,2017-02-13,274,341,741,549349112,Nhạc Hàn
1aKvZDoLGkNMxoRYgkckZG,Magnetic,ILLIT,BELIFT LAB,2024-03-25,161,159,742,549226492,Nhạc Hàn
2jyjhRf6DVbMPU5zxagN2h,Let Her Go,Passenger,Black Crow Records,2017-02-13,274,44,743,549126825,Nhạc nước ngoài
4m5Cd9kAbIxg6t9sMrQWtk,TIC TOC (feat. Lil Baby),"6ix9ine, Lil Baby","ScumGang Records / TenThousand Projects, LLC",2018-11-23,191,2,744,548905431,Khác
1dMJhYvyH7I4RGcLUWAg3p,Gia Ngay Dau Dung Noi Thuong Nhau,Isaac,Universal Music Indochina,2018-09-21,190,34,745,548905431,Nhạc Việt
7fa9MBXhVfQ8P8Df9OEbD8,Girls Like You (feat. Cardi B) - Cardi B Version,"Maroon 5, Cardi B",Interscope Records*,2018-06-15,216,802,746,547213596,Khác
0ZaHfA4m7SlE2QHA3KNoXj,Em Có Nghe,Kha,Kha,2019-11-07,163,323,747,547010558,Nhạc Việt
2CGNAOSuO1MEFCbBRgUzjd,luther (with sza),"Kendrick Lamar, SZA","pgLang, under exclusive license to Interscope Records",2024-11-21,178,70,748,544142549,Nhạc nước ngoài
3BT6pJdmvpsjCHsbZg9fzF,I'm a Mess,Bebe Rexha,Warner Records,2018-06-01,146,1,749,544121436,Nhạc nước ngoài
4fsQ0K37TOXa3hEQfjEic1,ANTIFRAGILE,LE SSERAFIM,SOURCE MUSIC,2022-10-17,184,122,750,543417531,Nhạc Hàn
05RlEsnD2yUygC5Ukjy7RW,BLACKJACK,"SOOBIN, Binz",Spacespeakers,2021-02-11,166,16,751,543204258,Khác
69CrOS7vEHIrhC2ILyEi0s,FLOWER,JISOO,YG Entertainment,2023-03-31,173,199,752,539579321,Nhạc Hàn
0BpYqwnOgzzcTM1B8rFSkP,Rơi Quá Khứ,Vũ.,WM Vietnam,2019-06-07,183,5,753,537305280,Nhạc Việt
1uMHCAyGmHqyygoNRuo7MV,edamame,"bbno$, Rich Brian",bbno$,2021-07-24,134,7,754,534126074,Nhạc nước ngoài
3NuK5xMlSlB6K2Qp16zf3h,Solo (feat. Demi Lovato),"Clean Bandit, Demi Lovato",Atlantic Records UK,2018-11-16,230,507,755,531009791,Khác
1iLlcwUV6MmaH6K7BPyWhS,Không Còn Mùa Thu,Hoàng Dũng,Sony Music Entertainment,2018-10-12,228,30,756,531009791,Nhạc Việt
1rbjic9uKr1p6nxnjLDHN6,Do You Love Me,Stephanie Poetri,Infinite Thrills/88rising Music,2020-01-17,181,144,757,530593703,Nhạc nước ngoài
23L5CiUhw2jV1OIMwthR3S,In the Name of Love,"Martin Garrix, Bebe Rexha",Epic Amsterdam,2016-11-17,190,18,758,530084550,Nhạc nước ngoài
2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,Drake,Cash Money/Drake LP6,2018-07-18,207,95,759,528126647,Nhạc nước ngoài
1058fW9H3fZA6QjYCdOBad,Don't Go Yet,Camila Cabello,Epic,2021-07-23,165,10,760,527563274,Nhạc nước ngoài
60VaORSJ5x1D4ZPSc0g2En,Bambi,BAEKHYUN,SM Entertainment,2021-05-21,203,2,761,527275018,Nhạc Hàn
6f5ExP43esnvdKPddwKXJH,Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",Capitol Records UK / EMI,2021-09-24,161,24,762,525242026,Khác
2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels",Arista Records,2019-04-22,214,34,763,523298256,Khác
6PLNoijWdc3dWqc1KKjv73,Đâu Cần Một Bài Ca Tình Yêu,"Tiên Tiên, TRANG",TienTienMusic,2019-04-22,214,348,764,523298256,Khác
7sMBvZCSUl99bJLXZaLa0b,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",Aftermath Entertainment/Atlantic,2021-11-11,197,10,765,523276743,Nhạc nước ngoài
2tdq0CeAGSfhI2l4Gwkvgx,Best Of Me,BTS,BIGHIT MUSIC,2018-08-31,190,14,766,523265364,Nhạc Hàn
3eX0NZfLtGzoLUxPNvRfqm,Maroon,Taylor Swift,Taylor Swift,2022-10-21,218,26,767,523155105,Nhạc nước ngoài
4gB61mP4tNChn4LgfquMhi,Thru These Tears,LANY,Polydor Records,2018-06-29,246,4,768,521475677,Nhạc nước ngoài
1WVaTeWNuu3IWrfNo2lhls,Buồn Của Anh (Solo Version),"ICM, K-ICM",ICM Entertainment,2018-06-29,246,4,769,521475677,Khác
7tFiyTwD0nx5a1eklYtX2J,Bohemian Rhapsody - Remastered 2011,Queen,EMI,2018-10-26,211,27,770,519019568,Nhạc nước ngoài
2SLwbpExuoBDZBpjfefCtV,Out of Time,The Weeknd,XO / Republic Records,2022-01-06,214,101,771,517534417,Nhạc nước ngoài
4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),"Taylor Swift, Bon Iver",Taylor Swift,2020-07-30,208,54,772,514549928,Nhạc nước ngoài
0PurA4JVJ8YQgSVopY8fn6,tolerate it,Taylor Swift,Taylor Swift,2021-03-12,168,5,773,513324789,Nhạc nước ngoài
4qKcDkK6siZ7Jp1Jb4m0aL,Look Alive (feat. Drake),"BlocBoy JB, Drake",Bloc Nation,2018-01-12,219,18,774,505737012,Khác
2vqSyJpE0bwqFwEXtFkIlz,Hoa Nở Không Màu - Acoustic Version,Hoài Lâm,NhacCuaTui,2020-07-24,191,116,775,505391135,Nhạc Việt
51MMC5DogGZAnHil5HQAXg,Circles,Post Malone,Republic Records,2019-09-04,207,17,776,504855247,Nhạc nước ngoài
3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),"Camila Cabello, DaBaby",Syco Music/Epic,2019-12-06,207,118,777,504794948,Nhạc nước ngoài
27356GVuMPFWiJSZCragoM,make up,Ariana Grande,Republic Records,2018-11-16,182,8,778,504024349,Nhạc nước ngoài
1u8c2t2Cy7UBoG4ArRcF5g,Blank Space,Taylor Swift,"Big Machine Records, LLC",2018-01-05,244,1038,779,503982156,Nhạc nước ngoài
7DoNtK2gVFRwJh0hkHe5wQ,Easy,Camila Cabello,Syco Music/Epic,2019-12-23,211,60,780,503880835,Nhạc nước ngoài
1Iq8oo9XkmmvCQiGOfORiz,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,Taylor Swift,2023-10-26,229,6,781,501300778,Nhạc nước ngoài
48H56UlDTFVIpEmmKWg9O1,Tỉnh Giấc Khi Ông Trời Đang Ngủ,TRANG,Nhaccuatrang,2019-11-14,199,9,782,501144704,Nhạc Việt
2IHLaN6wwYKQ3S24NsQqpA,I Love Me,Demi Lovato,Island Records,2020-03-06,199,10,783,501094684,Nhạc nước ngoài
4RVtBlHFKj51Ipvpfv5ER4,Drown (feat. Clinton Kane),"Martin Garrix, Clinton Kane",Epic Amsterdam,2020-02-20,199,1,784,501094684,Khác
7KhHA3mzt7A3LFlOJEAKpI,On My Way,"Alan Walker, Sabrina Carpenter, Farruko",Kreatell Music,2019-08-02,199,560,785,501094684,Khác
1SNiXDwSilLujcYdvfqVpT,Call You Mine,"The Chainsmokers, Bebe Rexha",Disruptor Records/Columbia,2019-08-23,293,155,786,500086367,Nhạc nước ngoài
69xohKu8C1fsflYAiSNbwM,Run BTS,BTS,BIGHIT MUSIC,2022-06-10,205,265,787,499570700,Nhạc Hàn
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",Sony Music UK,2018-04-09,208,193,788,499246884,Nhạc nước ngoài
1Nj2oBISdFDSF8eDuXcALz,Start Again (feat. Logic),"OneRepublic, Logic",UMGRI Interscope,2018-05-03,194,32,789,498128573,Khác
4GBkffrtA51p17JH35irGA,‘tis the damn season,Taylor Swift,Taylor Swift,2020-02-01,198,5,790,496256304,Nhạc nước ngoài
3IB5qOeMayvpOdHxYCL5tZ,ON (Feat. Sia),"BTS, Sia",BIGHIT MUSIC,2020-02-21,198,101,791,496256304,Nhạc nước ngoài
2EmcTFQ1rM11wp2ztsXTHa,Black Swan,BTS,BIGHIT MUSIC,2020-02-21,198,432,792,496256304,Nhạc Hàn
6SqOpxXMMS8axhJoqz8Nel,BOY,TREASURE,YG Entertainment,2020-07-10,196,9,793,494869121,Nhạc Hàn
4bjN59DRXFRxBE1g5ne6B1,Haegeum,Agust D,BIGHIT MUSIC,2023-04-21,169,295,794,493601183,Nhạc nước ngoài
3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,Billie Eilish,Darkroom/Interscope Records,2019-03-29,244,112,795,493295760,Nhạc nước ngoài
1e8J3XClxZbFmvIHLI8CE4,IDOL,BTS,BIGHIT MUSIC,2018-08-24,223,338,796,493200597,Nhạc Hàn
03iCbZaM4OkRR4We6wIzvx,IDOL,"BTS, Nicki Minaj",BIGHIT MUSIC,2018-08-24,223,115,797,493035711,Nhạc nước ngoài
15HMh4yxdf4wyxSZSlOgGZ,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),"Amaarae, Kali Uchis, MOLIY",0207 Def Jam,2021-09-16,205,1,798,489904228,Khác
7iAgNZdotu40NwtoIWJHFe,Bet You Wanna (Feat. Cardi B),"BLACKPINK, Cardi B",YG Entertainment,2020-10-02,201,94,799,487852334,Khác
46WaBBaEHzgbN88Ew0nh50,MAGO,GFRIEND,SOURCE MUSIC,2020-12-21,185,7,800,487194622,Nhạc Hàn
7uoFMmxln0GPXQ0AcCBXRq,Snowman,Sia,Monkey Puzzle/Atlantic,2020-02-01,246,218,801,486419501,Nhạc nước ngoài
2ncLvTXnXuxzcd879sgAIy,Maru,Cá Hồi Hoang,Lumif Recordings,2020-02-21,246,1,802,486419501,Nhạc Việt
0fZRNhPJ4AGmwY7rkpdbqK,ON,BTS,BIGHIT MUSIC,2020-02-21,246,449,803,486419501,Nhạc Hàn
6KJqZcs9XDgVck7Lg9QOTC,seven,Taylor Swift,Taylor Swift,2020-07-24,209,8,804,483921970,Nhạc nước ngoài
6M3PsepEj5gyJoIi7Xvr7u,Take My Breath - Single Version,The Weeknd,XO / Republic Records,2021-08-05,220,26,805,483099586,Nhạc nước ngoài
2XW4DbS6NddZxRPm5rMCeY,God's Plan,Drake,Cash Money/Drake LP6,2018-02-22,203,60,806,482883585,Nhạc nước ngoài
4BiiOzZCrXEzHRLYcYFiD5,Hope,"The Chainsmokers, Winona Oak",Disruptor Records/Columbia,2018-09-14,202,333,807,482883585,Khác
1Pz3QmQFBFuI60rxCQBeW6,Kills You Slowly,The Chainsmokers,Disruptor Records/Columbia,2019-03-29,156,18,808,480023854,Nhạc nước ngoài
3R8iyJpmhI9ABDmTpetV2D,Blue,TAEYEON,SM Entertainment,2019-03-08,197,9,809,479329208,Nhạc Hàn
4pEylyftELdaYfRROnRhFs,Leyla,Mesto,Spinnin' Records,2019-09-06,151,79,810,479040069,Nhạc nước ngoài
4VqTRBvYg0z8C4nsl4Hupy,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Republic Records,2019-09-06,151,332,811,479040069,Nhạc nước ngoài
7fiG371thgSCkAdw0etWJ1,Và Xem Như Chúng Ta Chỉ Còn,TRANG,VIEENT Music,2021-04-30,159,4,812,478680300,Nhạc Việt
1XyzcGhmO7iUamSS94XfqY,The Feels,TWICE,Republic Records - TWICE,2021-10-01,198,1,813,478131416,Nhạc Hàn
1qE8DOtw7zdXHMgZm20eLM,The Feels,TWICE,Republic Records - TWICE,2021-11-12,198,96,814,478131416,Nhạc Hàn
6pgqZ7Iw4LfHlfgWWaRFSY,The Feels,TWICE,Republic Records - TWICE,2021-10-01,198,31,815,478131416,Nhạc Hàn
5h1BN75CEh8wdSwE1xrbSe,Slow Dancing,V,BIGHIT MUSIC,2023-09-08,187,207,816,477742249,Nhạc nước ngoài
6uqyE384HDSsuwpoF4mjrL,NDA,Billie Eilish,Darkroom/Interscope Records,2021-05-14,123,7,817,476840094,Nhạc nước ngoài
5Kskr9LcNYa0tpt5f0ZEJx,Calling My Phone,"Lil Tjay, 6LACK",Columbia,2021-05-14,123,10,818,476759468,Khác
2PYDUM2IC01FOTDLQdFxJP,3 1 0 7 - 2 (feat. DuongG & Nau),"W/N, Duongg, Nau",GUM GROUP,2021-04-29,246,1357,819,474169014,Khác
7qmvLmX9tyaTiBAVNI6YEn,PLAYING WITH FIRE,BLACKPINK,YG Entertainment,2016-11-01,197,145,820,473357439,Nhạc Hàn
32ve5FYPLF7h1GDqC4lu4J,Nếu Chúng Mình Cách Trở,"Chế Linh, Thanh Tuyền",Kim Ngân,2017-07-20,198,2,821,473205724,Khác
3LgWsmilsrWXiPYQFRD0T7,goodbye,Billie Eilish,Darkroom/Interscope Records,2016-12-09,175,3,822,473135208,Nhạc nước ngoài
72TyiiduRmczEbDIEtKQdR,Wasted Times,The Weeknd,Universal Republic Records,2018-03-16,194,3,823,473113073,Nhạc nước ngoài
7Ed6BkggCS2KaKY5YlINaF,MIC Drop (feat. Desiigner) [Steve Aoki Remix],"BTS, Desiigner, Steve Aoki",BIGHIT MUSIC,2018-02-16,194,48,824,473113073,Khác
