id,track_name,artist_names,source,release_date,duration,peak_rank,previous_rank,days_on_chart,rank,streams
3ER1r0HipeSSu7YNImC6vd,Bước Za Đi Xa,"Wxrdie, Marlykid, Lucin3x",Universal Music Indochina Distributed Labels,2024-09-18,169,58,-1,132,2768,5257352
4V2MZcxyltQ4oKSdXOZoV0,DYNAMIC DUO,"HIEUTHUHAI, HURRYKNG",Universal Music Indochina Distributed Labels,2022-03-14,185,70,153,16,2769,5255892
2IKJtXeR5UsaUjZB46fTOK,six thirty,Ariana Grande,Republic Records,2020-12-15,162,97,144,3,2770,5252891
2X4zeCbENnOF6cQYKLbfyq,Love You Right,"Walk off the Earth, Lukas Graham",Golden Carrot Records,2019-10-21,215,185,-1,1,2771,5250623
4wKcqsZZz2tN4JV7WQfQ70,Giải Kết,Hoàng Thùy Linh,The Leader Entertainment,2019-10-26,215,8,171,60,2772,5248983
6fRxMU4LWwyaSSowV441IU,Beautiful Mistakes (feat. Megan Thee Stallion),"Maroon 5, Megan Thee Stallion",Interscope Records*,2019-10-21,215,27,77,89,2773,5248983
5C4ajMLziq5yB7I5K6EsLS,Giấc Mơ Của Em,"MYLINA, fueled by boba",LOOPS Music,2023-08-17,198,50,-1,74,2774,5247218
5sV1co5LRGscLaMibfdD1Y,Một Năm Mới Bình An,Sơn Tùng M-TP,Universal Music Indochina Distributed Labels,2018-03-01,253,19,151,33,2775,5207173
2W4yABdLc4Jnds67Poi5Nl,Yellow Hearts,Ant Saunders,Arista Records,2018-05-25,283,167,190,17,2776,5189934
5106KTen3ogiqKTYXnPbsW,Sài Gòn Đâu Có Lạnh (feat. Lewiuy),"Changg, LeWiuy",Yin Yang Media,2020-12-25,165,37,183,95,2777,5177437
6IJ7ypwrLA2VmJDT10aCRr,Sài Gòn Đâu Có Lạnh (feat. Lewiuy),"Changg, LeWiuy",Yin Yang Media,2018-03-01,165,121,180,2,2778,5177437
6MiGIhcqRysLfTTeTEgSuv,%%(Eung Eung),Apink,Kakao Entertainment,2018-02-23,212,142,143,2,2779,5176092
0RKggS4he8LozKqMv09IrM,"WALK (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)","ANH TRAI ""SAY HI"", HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều, Isaac",Anh Trai Say Hi,2024-08-26,232,24,163,88,2780,5171062
59u8Iu6cAugFqtA1avGFRT,Cơn Mưa Xa Dần,Sơn Tùng M-TP,Universal Music Indochina Distributed Labels,2022-10-06,197,12,154,76,2781,5171038
1eXc2ZMStMsQ5cuUrFCnlO,Mất Tích,Ngọt,Ngọt,2022-11-25,272,75,180,30,2782,5170916
3i6VNcn9dFpU1K2ZaMFHTC,Đừng để nước mắt rơi (feat. Obito),"VSTRA, TGSN, Tyronee, Obito",CDSL,2023-11-11,206,74,199,45,2783,5169039
1dGr1c8CrMLDpV6mPbImSI,Lover,Taylor Swift,Taylor Swift,2019-08-27,181,2,148,365,2784,5157041
4yI3HpbSFSgFZtJP2kDe5m,Look At Her Now,Selena Gomez,Interscope Records,2018-03-01,254,21,181,64,2785,5156864
4ZOCzRRThD32cGu8aeqOBb,Hoa Cỏ Lau,Phong Max,Phong Max,2023-04-25,211,66,128,67,2786,5138281
5dZHey2U2xrNpvgyop8URS,Duyên Âm,Hoàng Thùy Linh,The Leader Entertainment,2019-10-20,195,2,200,596,2787,5088250
1465dD5VklIYHkKfcfirkU,Tình Yêu Vĩ Mô,"Wren Evans, itsnk",Universal Music Indochina,2023-12-17,184,27,128,61,2788,5076125
3q5U9H4GzUPnJ6USUKH6h1,Bận Lòng,"Pay, Phongkhin",M Music Records,2022-10-03,203,130,151,19,2789,5074751
1QKaj0g8pammcGn0JU8nnd,Sự Mập Mờ,"SUNI, GREY D",Mustation Entertainment,2023-07-09,229,12,130,24,2790,5066926
23ep27rDA9gklIzuJ6qzRD,Yêu Em 2 Ngày,Dương Domic,DAO Entertainment,2024-03-08,224,87,150,75,2791,5066475
1fFvYVg1v3rpUSqKNCUh7b,Người Bình Thường,Vũ Cát Tường,Universal Music Indochina Distributed Labels,2023-12-04,285,126,177,27,2792,5065738
2naHX4cacns359w3ugyt3P,ĐÂU PHẢI VỢ ANH (feat. Dangrangto),"RAP VIỆT, Dangrangto",DAT VIET VAC,2024-10-14,184,44,185,106,2793,5055525
3g0Dwgd36QRmPecFIoubg4,Đại Minh Tinh,"Văn Mai Hương, Hứa Kim Tuyền",Yin Yang Media,2023-09-26,247,33,39,19,2794,5047317
48D6GbuJqsGLTkNm6QvYwl,Đại Minh Tinh,"Văn Mai Hương, Hứa Kim Tuyền",Yin Yang Media,2023-10-24,247,33,166,50,2795,5047317
1TcmqSx576eBcuTxTtcEAk,NGÂN,"tlinh, Low G",M Music Records,2024-09-18,159,37,162,73,2796,5034929
5juiUHT5HSYUexbmPIVeOV,"xuân, hạ, thu, đông rồi lại xuân",AMEE,Yin Yang Media,2020-06-29,204,11,-1,50,2797,5024459
38MI5LpTajiO3A0DQGcCmu,Suit & Tie,"RPT MCK, Hoàng Tôn",N0L4B3L,2023-03-02,238,23,154,45,2798,5010997
53UddVPWHb9p46hhcq5ix4,Tự Lau Nước Mắt,Mr.Siro,MIXUS,2017-01-18,323,114,118,12,2799,4967635
3tjFYV6RSFtuktYl3ZtYcq,Mood (feat. iann dior),"24kGoldn, iann dior",Records/Columbia,2018-03-01,197,65,83,174,2800,4955005
6Vx29sLFwzT8yvRhzP2Fge,Lời Nói Dối Sau Nụ Cười,K-ICM,POPS WORLDWIDE,2021-12-22,306,1,67,97,2801,4945871
4vGEfBrpiM4zfYzSyPpysX,Phi Hành Gia (feat. Sugar Cane & Kain),"Renja, Slow T, Lil Wuyn, Sugar Cane, Kain",12 trái lê,2021-09-25,345,28,183,166,2802,4909449
2tnVG71enUj33Ic2nFN6kZ,Ride It,Regard,Ministry of Sound Recordings,2019-10-10,547,99,127,41,2803,4907129
1WCAkmmTM06in2ojuQ9CK5,Ai muốn nghe không,Đen,Đen,2022-06-12,308,6,200,126,2804,4895432
3rtOU0GwlsbCNiCqEDLZUN,Tim Anh Ghen,"Wxrdie, Dangrangto, TeuYungBoy, LVK",Universal Music Indochina Distributed Labels,2024-11-12,280,37,72,81,2805,4885323
1oVbTGLd8EgyeWBoqAYBD0,Vừa Hận Vừa Yêu,Trung Tu,Universal Music Indochina Distributed Labels,2024-06-25,157,17,132,66,2806,4866436
2plLJpUcYPFrl1sW2pMG63,Lights Up,Harry Styles,Columbia,2019-10-06,274,18,59,36,2807,4864859
4YJVXeScYoka1p1cAWRqlM,Việt Kiều,"Wren Evans, itsnk",Universal Music Indochina,2023-05-25,170,69,87,6,2808,4811754
59LeatGytui1mQleoiEnWM,Việt Kiều,"Wren Evans, itsnk",Universal Music Indochina,2023-12-17,171,48,147,62,2809,4811754
6m6cuH6pqAMAPcEmWwoHHC,Nếu Anh Thấy Lòng Mình Yếu Đuối (feat. CM1X),"Tùa, CM1X",Yin Yang Media,2018-03-01,255,109,124,9,2810,4804933
29Tj2R8sZZ3fzlXZVe1OyY,Pin Dự Phòng,"Dương Domic, Lou Hoàng",DAO Entertainment,2024-11-22,226,34,89,70,2811,4784538
21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,Republic Records,2019-09-29,285,6,162,307,2812,4738273
3apeXzypBMnUfYcZYNX6DH,I CAN'T STOP ME,TWICE,Republic Records - TWICE,2020-10-19,249,10,177,68,2813,4723757
6sIWcLjuMvOcxAfMOx1kbB,FEVER,"Coldzy, Minsicko, tlinh",The First Management,2024-06-03,260,56,-1,58,2814,4706841
7EaPodlfG3tbhshy7MKzTL,Thờ Er,RPT MCK,N0L4B3L,2023-03-02,98,39,189,43,2815,4698797
3MQjm78PRVb372BkzVtAjO,Chạy Ngay Đi - Sky Tour 2019,Sơn Tùng M-TP,Universal Music Indochina Distributed Labels,2020-06-29,291,4,17,16,2816,4683171
3I024mr4TcQb8W9cNVe0ze,Nắng Lên (feat. Gonzo & Bwine),"Rhymastic, SOOBIN, Gonzo, B-Wine",Spacespeakers,2023-05-08,204,23,173,62,2817,4679755
7D9tiidrBDQRgCENeIhko0,Vì Em Tất Cả,Mỹ Tâm,MT Entertainment,2023-11-11,227,32,133,21,2818,4676676
37ull7GiBZRLhWYDBIYZzW,ANH ĐÃ LÀM GÌ ĐÂU (feat. Nhật Hoàng & Thùy Chi),"RAP VIỆT, Nhật Hoàng, Thùy Chi",DAT VIET VAC,2024-12-02,297,10,150,60,2819,4659255
52cD79EubHFgrw4lW0AnGB,"BAO LỜI CON CHƯA NÓI (feat. Dương Domic, Anh Tú Atus, Song Luân, Quang Trung & Anh Tú)","ANH TRAI ""SAY HI"", Dương Domic, Anh Tú Atus, Song Luân, Quang Trung, Anh Tú",Anh Trai Say Hi,2024-08-26,333,32,182,83,2820,4638716
08RDjwmSMLc6QPmxrxXDq0,Gặp May,Wren Evans,Universal Music Indochina,2022-01-19,187,29,158,40,2821,4611966
6B4AdZzwagId7wvWeJEkiq,Độ Tộc 2,"Độ Mixi, Pháo, Phuc Du, Masew",Universal Music Indochina Distributed Labels,2021-09-22,201,10,197,110,2822,4608832
0wlU1vgrK0jpibrvooCvu0,Độ Tộc 2,"Độ Mixi, Pháo, Phuc Du, Masew",Universal Music Indochina Distributed Labels,2021-08-11,201,10,15,35,2823,4608832
194xS2oTIYL5u1IK0Q0oj0,Ngỏ Lời,SUNI,Mustation Entertainment,2023-05-28,236,54,175,64,2824,4568028
54DmTIv86D3sYdiawjULQ0,Dis-ease,BTS,BIGHIT MUSIC,2021-01-23,188,9,158,205,2825,4558576
4sccoCUvKgarfGmvfAWoVV,No Internet,"7UPPERCUTS, Seachains",Universal Music Indochina Distributed Labels,2018-03-01,232,94,153,10,2826,4557006
2kenOIzz3AlVKF7wGqzH3F,Đáp Án Cuối Cùng,Quân A.P,Yin Yang Media,2022-09-21,291,96,96,8,2827,4538792
7xTOqnsOV6qHBPWoCWpzGM,I'm Not Cool,HyunA,P NATION,2018-03-01,346,106,122,3,2828,4536208
1HWa2i5mZzs2VImVqwwfuI,"We Go Hard (feat. JustaTee, Karik, BigDaddy, Andree Right Hand, Suboi, B Ray & Thai VG)","RAP VIỆT, JustaTee, Karik, BigDaddy, Andree Right Hand, Suboi, B Ray, Thai VG",DAT VIET VAC,2023-05-28,217,56,173,91,2829,4521495
5JTZCDMaElB4ZBJc41YhMB,Dẫu Có Lỗi Lầm,"Bằng Kiều, Binz, Bùi Công Nam, Duy Khánh 周周, Thanh Duy, Thien Minh",Universal Music Indochina Distributed Labels,2024-08-10,314,31,183,57,2830,4514829
35gc5FTZehQ5DF2BI6wkgf,LƯỚT TRÊN CON SÓNG (feat. Dangrangto),"RAP VIỆT, Dangrangto",DAT VIET VAC,2024-11-26,251,20,123,66,2831,4496741
067J8jL5iPDzVBH0jClJpI,Chậm Lại,Vũ.,WM Vietnam,2022-08-25,223,12,15,8,2832,4489633
4fBZ8DOoxcZeEl7GyQdnUF,Chậm Lại,Vũ.,WM Vietnam,2022-09-09,223,7,132,52,2833,4489633
5NxZpeMGUQ5T5At5xZM5Hf,Anh Tự Do Nhưng Cô Đơn,Trung Quân,Yin Yang Media,2022-11-10,315,26,175,92,2834,4431976
1HLg6FbKd24hNyElvEVSbv,Everyday,SPACESPEAKERS,SPACESPEAKERS,2018-05-09,213,24,-1,62,2835,4423977
2iUXsYOEPhVqEBwsqP70rE,Youngblood,5 Seconds of Summer,Capitol,2018-06-01,213,15,162,390,2836,4423977
073ILU1C3APNRGF66VhtyA,Liar,Camila Cabello,Syco Music/Epic,2019-09-24,277,13,176,117,2837,4421461
265hQASPY3HFmUH38zZrSK,MOIEM,"Dangrangto, DONAL",Higher Dimension,2024-11-06,192,45,57,85,2838,4416788
2DzFmWhrnRHROJuxW5e1t2,"Bao Nhiêu Loài Hoa Remix (feat. tlinh, Machiot)","KayC, tlinh",MaiDao Music,2024-06-25,155,110,-1,52,2839,4412003
37kfF2bDr3O2qmOYNTgDMT,11:11,"MiiNa, RIN9, DREAMeR",MaiDao Music,2023-02-22,252,46,179,52,2840,4393293
1D9QWphMtRcxYybdzM6JUa,Biên Giới Long Bình,"Obito, Shiki",12 trái lê,2023-10-10,179,42,58,5,2841,4385803
0dAAZHmjRcE3yEjeBZQvCg,Một Công Đôi Việc (feat. HURRYKNG & HIEUTHUHAI),"RAP VIỆT, HURRYKNG, HIEUTHUHAI",DAT VIET VAC,2023-08-06,256,14,136,41,2842,4382349
7FX4Ae2nf5U6Y42AEMR9lc,Lối Chơi (Interlude),"Wren Evans, itsnk",Universal Music Indochina,2023-12-17,143,19,181,61,2843,4381290
2BDE7KducbOuOPY4tlERyJ,Trăng Hoa Mây Mưa,Bình Gold,Binh Gold,2024-01-13,194,99,142,43,2844,4364880
6TOI8hhlfebwsTYRCVpRMn,Xuất Phát Điểm,"Obito, Shiki",12 trái lê,2023-10-10,189,44,64,5,2845,4359529
1TJtZKZFq2rdh9Wfpm15Nw,những đốm sáng,tlinh,Universal Music Indochina Distributed Labels,2023-08-16,244,18,-1,42,2846,4358291
6nzmVDR2jqqIv4WQRFWB0n,Lộn Xộn 2,Đen,Đen,2016-08-11,226,121,194,49,2847,4352645
0b9oOr2ZgvyQu88wzixux9,This Is America,Childish Gambino,Wolf+Rothstein/RCA Records,2018-04-29,212,9,49,24,2848,4347568
14Y6vaDKyaUzjoZT0VA6pB,Mấy Khi,Ngọt,Ngọt,2022-03-30,181,25,25,3,2849,4345302
76zJmpyMFX49tGT3u06JaK,Luôn yêu đời,"Đen, Cheng",Đen,2023-02-09,234,5,-1,46,2850,4344890
4XkEva4YsNmPQBLe8V126L,Xoay Một Vòng,"HIEUTHUHAI, Phương Ly",M Music Records,2024-06-06,147,115,-1,67,2851,4343389
0J2otOvMdg62gVMMjwOvSK,Hoa Hải Đường,Jack - J97,Nomad Mgmt Vietnam,2020-09-27,200,6,-1,341,2852,4330348
44sYmL97Lv8mEbzgANFkPD,thật quá đáng.. để yêu,"NICKY, AMEE",Yin Yang Media,2024-10-09,186,61,87,84,2853,4323384
2dZP47k5zETHUQWhxwv3hz,Em Là Hoàng Hôn (feat. Cloud 5),"Vang, Cloud 5",Yin Yang Media,2018-03-01,223,74,190,180,2854,4298922
1QwSqNlknVSTdmmtjsOGM9,dằm trong tim,"SUNI, TDK",Universal Music Indochina Distributed Labels,2022-07-24,230,32,143,37,2855,4291079
1000nHvUdawXuUHgBod4Wv,Panini,Lil Nas X,Columbia,2018-03-01,193,31,148,96,2856,4278706
6jmZlyf9DxcIoRrjw02YXm,Old Town Road - Remix,"Lil Nas X, Billy Ray Cyrus, Mason Ramsey, Young Thug",Columbia,2019-06-28,194,91,91,3,2857,4278706
1bhUWB0zJMIKr9yVPrkEuI,Perfect Duet (Ed Sheeran & Beyoncé),"Ed Sheeran, Beyoncé",Atlantic Records UK,2013-10-01,292,28,192,187,2858,4273201
4MoW6zhYoCABj2dGcep01s,Chuyện Tình Không Dĩ Vãng,Quỳnh Trang,SOXO 20211408,2015-07-10,256,100,116,11,2859,4253397
3Yfedn84e2VLXSVwmowqEn,There's No One At All (Another Version),Sơn Tùng M-TP,M-TP Entertainment Ltd,2022-07-05,201,7,62,29,2860,4227082
3lgCCIj5kUu8IAbJarm9oz,Hoàng Hôn Nhớ - Hoa Vương Original SoundTrack,Anh Tú,VIE CHANNEL CORPORATE,2024-01-10,344,89,147,17,2861,4207098
6IrjIvxxqZuidkENjW72Q5,tình em là đại dương,"Hoàng Dũng, GREY D",Universal Music Indochina Distributed Labels,2022-07-10,226,105,105,18,2862,4196402
5AEtlRudpgdT5FtNiuly6Y,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",Universal Records,2016-06-23,270,57,-1,32,2863,4142213
3xRwKsEaxuxKtS3n9ZrWJ1,Tết Này Con Sẽ Về,Bùi Công Nam,BCN Entertainment,2024-01-17,196,25,121,50,2864,4116577
3cdPeiCDiGLGngdRdgB01Q,Đâu Chỉ Riêng Em,Mỹ Tâm,MT Entertainment,2018-02-03,191,1,166,350,2865,4113793
5RTTbvS4VIZDou6ueFGHyg,Tết Này Con Sẽ Về,Bùi Công Nam,Yin Yang Media,2022-01-10,197,89,184,8,2866,4113782
3vsmNXDJsCUt2ESWPwFaAv,ĐĐĐ,"Wren Evans, itsnk",Universal Music Indochina,2023-12-17,217,47,168,61,2867,4106966
2aKeFpk9jaBdQeXuqqIZpm,Sick enough to die (Feat. JAMIE),"MC MONG, Jamie",MILLIONMARKET,2021-12-30,271,60,60,5,2868,4102142
2Xnv3GntqbBH1juvUYSpHG,So Am I,Ava Max,Atlantic Records,2021-05-04,237,17,-1,593,2869,4065680
3eZYOQO4UzKrUDYDghtnFw,test drive,Ariana Grande,Republic Records,2018-03-01,195,57,95,11,2870,4065214
5sGAdzerznua6nkFZr4jW6,TUYẾT TRÊN PHỐ (feat. Gill),"RAP VIỆT, Gill",DAT VIET VAC,2024-09-30,223,58,168,87,2871,4053046
4NBTZtAt1F13VvlSKe6KTl,This Feeling,"The Chainsmokers, Kelsea Ballerini",Disruptor Records/Columbia,2018-12-21,270,12,200,287,2872,4042022
37vIqMH3XV6ZbObcKE9GXC,Cô Đơn,"Hngle, Niz, Ari",MaiDao Music,2022-12-30,225,59,151,42,2873,4033442
4Wxtt0dAbPrXZDu4wfR8dN,"NÀNG (feat. Ogenus, Anh Tú & Đặng Thái Bình)","RAP VIỆT, OgeNus, Anh Tú, Đặng Thái Bình",DAT VIET VAC,2023-07-21,205,123,197,59,2874,4024554
5pUFGyGOKRkR1gaCzCYlJD,GOODBYE ROCKY,"Dangrangto, DONAL",Higher Dimension,2024-04-04,298,98,193,46,2875,4011535
786cTF2koRtvnQd4HZCrJi,"CỨ ĐỂ ANH TA RỜI ĐI (feat. Dương Domic, Quang Hùng MasterD, Lou Hoàng, Song Luân & Bảo Anh)","ANH TRAI ""SAY HI"", Dương Domic, Quang Hùng MasterD, Lou Hoàng, Song Luân, Bảo Anh",Anh Trai Say Hi,2024-08-29,273,47,150,57,2876,3992872
4rIBbB1vt0lEKDG2UTmfP0,Say Sóng,"Tăng Duy Tân, Drum7, 2pillz",Big Arts Entertainment,2024-10-29,206,44,177,81,2877,3986101
6lhwqbxrVsfCdTpfb7ga34,"CỨ ĐỂ ANH TA RỜI ĐI (feat. Dương Domic, Quang Hùng MasterD, Lou Hoàng, Song Luân & Bảo Anh)","ANH TRAI ""SAY HI"", Dương Domic, Quang Hùng MasterD, Lou Hoàng, Song Luân, Bảo Anh",Anh Trai Say Hi,2024-08-05,273,47,54,10,2878,3985227
5pjrSk2jdRrFUfQuCQrQC9,BLACKJACK,"SOOBIN, Binz",Spacespeakers,2021-02-25,254,1,198,224,2879,3974780
3VpQYlxX46P0yZ2D4xLk8A,Quên Dần Quên,CAPTAIN BOY,MaiDao Music,2024-01-11,263,121,184,17,2880,3964372
4pLNKd4adQqEUvDfm4Q6wC,Người Miền Núi Chất (feat. Double2T),"RAP VIỆT, Double2T",DAT VIET VAC,2023-08-13,241,30,190,64,2881,3960502
0phm7GkRTCRI9OQqTJvG6q,làm lành chữa tình,tlinh,Universal Music Indochina Distributed Labels,2023-08-16,206,21,173,28,2882,3941298
4cdlZnUEuT8EYisPQkf01g,Đi Tìm Tình Yêu,"MONO, 2pillz",M Music Records,2024-08-27,204,52,155,63,2883,3937815
7kt9e9LFSpN1zQtYEl19o1,this is me trying,Taylor Swift,Taylor Swift,2020-07-15,320,29,62,8,2884,3933068
2GCjXAWfo9iLoM59p8Fs8V,Năm Qua Đã Làm Gì,Noo Phước Thịnh,NhacCuaTui,2021-02-19,237,156,-1,1,2885,3919509
3c8uiVApPGVchcLqP2vlwf,Năm Qua Đã Làm Gì,Noo Phước Thịnh,NhacCuaTui,2021-02-19,237,20,87,55,2886,3919509
5iHGApnQkuLaXh4c5dpGa4,Em Gai Mua Cover - Huong Tram ft Anh Khang - Original,Anh Khang,Music in Air,2017-01-16,225,15,77,73,2887,3901517
18XlJEroUwFo0tLZxscgXE,Lost,Maroon 5,Interscope Records*,2021-06-01,249,112,113,5,2888,3896387
1w1zYOYYyX45UMnn0LMHdI,Da Key,GUrbane,All Black Records,2024-05-25,178,193,-1,1,2889,3892375
5VGOYjxkEaf19LoRPIolD2,Anh Muốn Nhìn Thấy Em,"The Wind, Dangrangto",M Music Records,2023-07-27,212,78,148,50,2890,3884252
5RuZw8NsvI4BSlmI2yqgeS,Anh Không Cố Ý (feat. Limitlxss & Ogenus),"RAP VIỆT, Limitlxss, OgeNus",DAT VIET VAC,2023-08-09,255,8,122,48,2891,3874255
4ez3r3aXZMLzEiwixwqCT3,Anh Không Cố Ý (feat. Limitlxss & Ogenus),"RAP VIỆT, Limitlxss, OgeNus",DAT VIET VAC,2023-07-30,255,8,11,3,2892,3874255
0TngyWNQw9iWZzqdbKHC3N,Hồi Kết,Hà Nhi,Sony Music Entertainment,2022-11-15,274,69,182,105,2893,3869753
3A0QLMQn0XqmCrJMInLhYg,Phong Long,"Low G, Obito, WOKEUP",Universal Music Indochina Distributed Labels,2024-01-20,281,59,129,26,2894,3853350
3Ids3RXurYBgySph53qWnB,Từng Ngày Yêu Em,buitruonglinh,LOOPS Music,2024-12-12,226,24,26,27,2895,3852490
7DcvwMAiqKJQD1rrdfxSDx,The London (feat. J. Cole & Travis Scott),"Young Thug, J. Cole, Travis Scott",300 Entertainment/Atl,2018-03-01,217,159,180,4,2896,3850133
29cUOvKfTmx9SFDC73QHv5,Cuốn Cho Anh Một Điếu Nữa Đi,RPT MCK,N0L4B3L,2023-03-02,186,37,192,30,2897,3844075
1VUGWjzlqudhTqvhc17miB,Live Fast - PUBGM,"Alan Walker, A$AP Rocky, Kameron",Kreatell Music,2019-07-31,262,34,41,7,2898,3833744
2MuMD298IpYqKF367wegUd,Homicide (feat. Eminem),"Logic, Eminem",Def Jam Recordings,2019-05-05,263,85,142,13,2899,3833744
3QjcsqERv4IfmopRvXFoWB,DÂU TẰM,"tlinh, Low G",M Music Records,2024-09-18,160,55,125,44,2900,3819069
2pgOw1loWV5Gq11wo1Xiuw,ZOO,WINNER,YG Entertainment,2019-07-03,234,121,-1,1,2901,3789968
7EmGUiUaOSGDnUUQUDrOXC,Wolves,"Selena Gomez, Marshmello",Selena Gomez PS,2012-05-01,260,11,65,110,2902,3788837
7BfjDCN9OneES5E3TtcA30,Tương 3+1,"W/N, titie, Nau",Universal Music Indochina Distributed Labels,2021-11-30,244,143,-1,1,2903,3781528
2X5LuMWLKierQu3O9H1Bxc,Sài Gòn Tôi Mưa (feat. MC Goku),"Tuyên, MC Goku",Yin Yang Media,2021-07-01,330,86,-1,79,2904,3775341
7HMmFQsKsljwTw8bS7lu19,Rare,Selena Gomez,Interscope Records,2018-03-01,231,9,72,50,2905,3773217
49euWwcjQTzVCynY53tvH5,Spark,TAEYEON,SM Entertainment,2019-09-11,210,24,63,5,2906,3768900
5S2ObREaW7Dl1XMMC7SxGX,Miền Mộng Mị,AMEE,Yin Yang Media,2024-08-02,167,10,141,30,2907,3767049
0qIXFTy61iT1Lqu6aA70H1,Wo Ai Ni,"Trash Dee, orei",12 trái lê,2023-03-30,118,164,197,28,2908,3761552
3pgwxYRPbYIC6C1J2FPge8,Diễn viên tồi,"Đen, Thành Bùi, Cadillac",Đen,2022-09-13,350,7,-1,48,2909,3759690
2f8Ew6sB7KHlTiH9NTLvVM,Tình Bạn Diệu Kỳ,"AMEE, Ricky Star, Lăng LD",Yin Yang Media,2018-03-01,228,2,109,189,2910,3748869
7iEFuVbCdZNcnFuMyYBYXb,Tết Đong Đầy,KHOA,LOOPS Music,2022-12-09,206,27,70,41,2911,3744788
1vshOAKaZpnnrJF9QvcKd1,Ngày ấy (Yesterday),Em Ellata,Em Ellata,2022-08-13,240,63,154,27,2912,3739506
17wevXT0DwStJFo9La7f3G,EM CÓ CHẮC KHÔNG (?) (bài ca rebound),Ngọt,Ngọt,2019-10-06,178,22,96,22,2913,3737492
4jWxeq0IpdNhEaBzkNNwTf,Đừng Xa Anh Nhé (feat. Harvey),Kevindauroi,MaiDao Music,2024-06-23,231,122,182,30,2914,3733582
6QUgvULytadfCa7ElvAVij,Roi Mot Ngay,Dewie,Dewie,2022-11-17,174,198,-1,3,2915,3707855
546ce8vBSyZFwiEfOZ3fx1,Giấc Mơ Rất Thơ,"Mer, thaison!",Yin Yang Media,2018-03-01,173,170,-1,1,2916,3706871
73mVGNhTlRQBod01zh3M0s,"Tell Ur Mom II - Gii, Hiderway Remix","Winno, Heily, Gii, Hiderway",Winno,2021-11-19,216,101,198,118,2917,3653755
1As8r6FTcDZDSKndGtJHMm,LÀN ƯU TIÊN,"MOPIUS, JSOL, Quang Hùng MasterD, Dương Domic, HURRYKNG",Universal Music Indochina Distributed Labels,2024-12-03,203,48,116,57,2918,3649980
5TkvKPd7Bxv4xfU6cq6GGd,Sợ Rằng Em Biết Anh Còn Yêu Em,JUUN D,Yin Yang Media,2019-03-22,331,92,140,464,2919,3633366
4uky9M3nN9ymXPm8KmJDvb,Trò Chơi,SOOBIN,Spacespeakers,2021-01-08,243,25,47,24,2920,3612912
6Z9kpBWGd5PX1OCwTHvnTl,Cẩm Tú Cầu,"Rayo, Huỳnh Văn",RayO,2024-03-08,266,163,-1,17,2921,3607463
0eM8iGaE97UCf9yYbDiMA4,"HÚT (feat. Lou Hoàng, Pháp Kiều, WEAN, Quân A.P, Hải Đăng Doo, Ali Hoàng Dương & Nicky)","ANH TRAI ""SAY HI"", Lou Hoàng, Pháp Kiều, WEAN, Quân A.P, Hải Đăng Doo, Ali Hoàng Dương, NICKY",Anh Trai Say Hi,2024-06-24,205,91,153,29,2922,3589295
0SipHvQl82LyuU4t9Zkf8Z,"HÚT (feat. Lou Hoàng, Pháp Kiều, WEAN, Quân A.P, Hải Đăng Doo, Ali Hoàng Dương & Nicky)","ANH TRAI ""SAY HI"", Lou Hoàng, Pháp Kiều, WEAN, Quân A.P, Hải Đăng Doo, Ali Hoàng Dương, NICKY",Anh Trai Say Hi,2024-08-06,205,91,168,60,2923,3589295
7GxSshyjKx46dlIV2UoVrc,Anh Đếch Cần Gì Nhiều Ngoài Em,"Đen, Thành Đồng, Vũ.",Đen,2018-11-27,195,1,159,1141,2924,3579495
27AEQr4wqfHyVpwgFgnGs6,Mời Em,"Wxrdie, Mcee Blue",Universal Music Indochina Distributed Labels,2024-11-12,204,56,63,59,2925,3548048
2fDFssQASymjUb2B3XYdpf,"ĐỀU LÀ CỦA EM (feat. Dương Domic, Anh Tú Atus, Song Luân, Quang Trung & Anh Tú)","ANH TRAI ""SAY HI"", Dương Domic, Anh Tú Atus, Song Luân, Quang Trung, Anh Tú",Anh Trai Say Hi,2024-08-26,238,47,158,36,2926,3540215
2TqjLbM2E5I4ce6iWTdXly,Hơn Em Chỗ Nào,Thùy Chi,Yin Yang Media,2022-12-05,296,93,155,70,2927,3532214
3qllaNK66kKxX123f0eKpj,Mùa Mưa Ấy,Vũ.,WM Vietnam,2024-09-27,228,75,-1,46,2928,3529378
12rIwDpMKwx77nV5O998nB,Băng Qua Cầu Giấy,"Wxrdie, RPT JasonDilla",Universal Music Indochina Distributed Labels,2024-11-12,206,37,163,63,2929,3528564
3EvZ9Ztgy03uUhxlv8PLf3,người đẹp ngủ,tlinh,Universal Music Indochina Distributed Labels,2023-08-16,216,26,198,22,2930,3528556
0jV9S5sUnQSEvwMSXQ2u4l,"Người Được Chọn (feat. B Ray, 24k.Right, Dick, CAPTAIN & Đạt G)","RAP VIỆT, B Ray, 24k.Right, Dick, CAPTAIN BOY, Đạt G",DAT VIET VAC,2023-09-10,318,21,108,22,2931,3522538
